ciclo,semana,dia,salmo_manha,salmo_noite,antigo_testamento,novo_testamento,evangelho
Par,Próprio 16,Qua,Salmo 119:1-24,"Salmo 12, 13, 14","Jó 6:1, 7:1-21",Atos 10:1-16,João 7:1-13
Par,Próprio 16,Qui,Salmo 18:1-20,Salmo 18:21-50,"Jó 8:1-10, 20-22",Atos 10:17-33,João 7:14-36
Par,Próprio 16,Sex,"Salmo 16, 17",Salmo 22,"Jó 9:1-15, 32-35",Atos 10:34-48,João 7:37-52
Par,Próprio 16,Sab,"Salmo 20, 21:1-7(8-14)","Salmo 110:1-5(6-7), 116, 117","Jó 9:1, 10:1-9, 16-22",Atos 11:1-18,João 8:12-20
Par,Próprio 17,Seg,Salmo 25,"Salmo 9, 15","Jó 12:1-6, 13-25",Atos 12:1-17,João 8:21-32
Par,Próprio 17,Ter,"Salmo 26, 28","Salmo 36, 39","Jó 12:1, 13:3-17, 21-27",Atos 12:18-25,João 8:33-47
Par,Próprio 17,Qua,Salmo 38,Salmo 119:25-48,"Jó 12:1, 14:1-22",Atos 13:1-12,João 8:47-59
Par,Próprio 17,Qui,Salmo 37:1-18,Salmo 37:19-42,"Jó 16:16-22, 17:1, 13-16",Atos 13:13-25,João 9:1-17
Par,Próprio 17,Sex,Salmo 31,Salmo 35,"Jó 19:1-7, 14-27",Atos 13:26-43,João 9:18-41
Par,Próprio 17,Sab,"Salmo 30, 32","Salmo 42, 43","Jó 22:1-4, 21-23:7",Atos 13:44-52,João 10:1-18
Par,Próprio 18,Seg,"Salmo 41, 52",Salmo 44,"Jó 32:1-10, 19-33:1, 19-28",Atos 14:1-18,João 10:19-30
Par,Próprio 18,Ter,Salmo 45,"Salmo 47, 48",Jó 29:1-20,Atos 14:19-28,João 10:31-42
Par,Próprio 18,Qua,Salmo 119:49-72,"Salmo 49, [53]","Jó 29:1, 31:24-40",Atos 15:1-11,João 11:1-16
Par,Próprio 18,Qui,Salmo 50,"Salmo [59, 60]ou 93, 96","Jó 29:1, 31:24-40",Atos 15:12-21,João 11:17-29
Par,Próprio 18,Sex,"Salmo 40, 54",Salmo 51,Jó 38:1-17,Atos 15:22-35,João 11:30-44
Par,Próprio 18,Sab,Salmo 55,"Salmo 138, 139:1-17(18-23)","Jó 38:1, 39:1-18",Atos 15:36-16:5,João 11:45-54
Par,Próprio 19,Seg,"Salmo 56-57, [58]","Salmo 64, 65",Jó 40:1-24,Atos 16:6-15,João 11:55-12:8
Par,Próprio 19,Ter,"Salmo 61, 62",Salmo 68:1-20(21-23)24-36,"Jó 40:1, 41:1-11",Atos 16:16-24,João 12:9-19
Par,Próprio 19,Qua,Salmo 72,Salmo 119:73-96,Jó 42:1-17,Atos 16:25-40,João 12:20-26
Par,Próprio 19,Qui,"Salmo [70], 71",Salmo 74,"Ester 1:1-4, 10-19",Atos 17:1-15,João 12:27-36a
Par,Próprio 19,Sex,Salmo 69:1-23[24-30]31-38,Salmo 73,"Ester 2:5-8, 15-23",Atos 17:16-34,João 12:36-43
Par,Próprio 19,Sab,"Salmo 75, 76","Salmo 23, 27","Ester 3:1-4, 10-19",Atos 17:16-34,João 12:44-50
Par,Próprio 20,Seg,Salmo 80,"Salmo 77, [79]",Ester 4:4-17,Atos 18:1-11,"Lucas (1:1-4), 3:1-14"
Par,Próprio 20,Ter,Salmo 78:1-39,Salmo 78:40-72,Ester 5:1-14,Atos 18:12-28,Lucas 3:15-22
Par,Próprio 20,Qua,Salmo 119:97-120,"Salmo 81, 82",Ester 6:1-14,Atos 19:1-10,Lucas 4:1-13
Par,Próprio 20,Qui,Salmo [83]ou 146-147,"Salmo 85, 86",Ester 7:1-10,Atos 19:11-20,Lucas 4:14-30
Par,Próprio 20,Sex,Salmo 88,"Salmo 91, 92","Ester 8:1-8, 15-17",Atos 19:21-41,Lucas 4:31-37
Par,Próprio 20,Sab,"Salmo 87, 90",Salmo 136,Oséias 1:1-2:1,Atos 20:1-16,Lucas 4:38-44
Par,Próprio 21,Seg,Salmo 89:1-18,Salmo 89:19-52,Oséias 2:14-23,Atos 20:17-38,Lucas 5:1-11
Par,Próprio 21,Ter,"Salmo 97, 99, [100]","Salmo 94, [95]",Oséias 4:1-14,Atos 21:1-14,Lucas 5:12-26
Par,Próprio 21,Qua,"Salmo 101, 109:1-4(5-19)20-30",Salmo 119:121-144,Oséias 4:11-19,Atos 21:15-26,Lucas 5:27-39
Par,Próprio 21,Qui,Salmo 105:1-22,Salmo 105:23-45,Oséias 5:8-6:6,Atos 21:27-36,Lucas 6:1-11
Par,Próprio 21,Sex,Salmo 102,Salmo 107:1-32,Oséias 10:1-15,Atos 21:37-22:16,Lucas 6:12-26
Par,Próprio 21,Sab,"Salmo 107:33-43, 108:1-6(7-13)",Salmo 33,Oséias 11:1-9,Atos 22:17-29,Lucas 6:27-38
Par,Próprio 22,Seg,Salmo 106:1-18,Salmo 106:19-48,Oséias 14:1-9,Atos 22:30-23:11,Lucas 6:39-49
Par,Próprio 22,Ter,"Salmo [120], 121, 122, 123","Salmo 124, 125, 126, [127]",Miquéias 1:1-9,Atos 23:12-24,Lucas 7:1-17
Par,Próprio 22,Qua,Salmo 119:145-176,"Salmo 128, 129, 130",Miquéias 2:1-13,Atos 23:23-35,Lucas 7:18-35
Par,Próprio 22,Qui,"Salmo 131, 132, [133]","Salmo 134, 135",Miquéias 3:9-4:5,Atos 24:1-23,Lucas 7:36-50
Par,Próprio 22,Sex,"Salmo 140, 142","Salmo 141, 143:1-11(12)","Miquéias 5:1-4, 10-15",Atos 24:24-25:12,Lucas 8:1-15
Par,Próprio 22,Sab,Salmo 137:1-6(7-9) 144,Salmo 104,Miquéias 7:1-7,Atos 25:13-27,Lucas 8:16-25
Par,Próprio 23,Seg,"Salmo 1, 2, 3","Salmo 4, 7",Miquéias 7:1-7,Atos 26:1-23,Lucas 8:26-39
Par,Próprio 23,Ter,"Salmo 5, 6","Salmo 10, 11",Jonas 1:1-17a,Atos 26:24-27:8,Lucas 8:40-56
Par,Próprio 23,Qua,Salmo 119:1-24,"Salmo 12, 13, 14",Jonas 1:17-2:10,Atos 27:9-26,Lucas 9:1-17
Par,Próprio 23,Qui,Salmo 18:1-20,Salmo 18:21-50,Jonas 3:1-4:11,Atos 27:27-44,Lucas 9:18-27
Par,Próprio 23,Sex,"Salmo 16, 17",Salmo 22,Provérbios 15:1-11,Atos 28:1-16,Lucas 9:28-36
Par,Próprio 23,Sab,"Salmo 20, 21:1-7(8-14)","Salmo 110:1-5(6-7), 116, 117",Provérbios 13:7-12,Atos 28:17-31,Lucas 9:37-50
Par,Próprio 24,Seg,Salmo 25,"Salmo 9, 15",Provérbios 14:24-27,Apocalipse 7:1-8,Lucas 9:51-62
Par,Próprio 24,Ter,"Salmo 26, 28","Salmo 36, 39",Provérbios 10:11-21,Apocalipse 7:9-17,Lucas 10:1-16
Par,Próprio 24,Qua,Salmo 38,Salmo 119:25-48,Provérbios 10:1-10,Apocalipse 8:1-13,Lucas 10:17-24
Par,Próprio 24,Qui,Salmo 37:1-18,Salmo 37:19-42,Provérbios 14:28-35,Apocalipse 9:1-12,Lucas 10:25-37
Par,Próprio 24,Sex,Salmo 31,Salmo 35,Provérbios 16:20-24,Apocalipse 9:13-21,Lucas 10:38-42
Par,Próprio 24,Sab,"Salmo 30, 32","Salmo 42, 43",Provérbios 17:1-10,Apocalipse 10:1-11,Lucas 11:1-1
Par,Próprio 25,Seg,"Salmo 41, 52",Salmo 44,Provérbios 1:10-19,Apocalipse 11:1-14,Lucas 11:14-26
Par,Próprio 25,Ter,Salmo 45,"Salmo 47, 48",Provérbios 1:20-33,Apocalipse 11:14-19,Lucas 11:27-36
Par,Próprio 25,Qua,Salmo 119:49-72,"Salmo 49, [53]",Provérbios 3:11-20,Apocalipse 12:1-6,Lucas 11:37-52
Par,Próprio 25,Qui,Salmo 50,"Salmo [59, 60]ou 103",Provérbios 23:29-35,Apocalipse 13:1-10,Lucas 11:53-12:12
Par,Próprio 25,Sex,"Salmo 40, 54",Salmo 51,Provérbios 16:1-9,Apocalipse 13:11-18,Lucas 12:13-31
Par,Próprio 25,Sab,Salmo 55,"Salmo 138, 139:1-17(18-23)",Provérbios 14:20-23,Apocalipse 13:11-18,Lucas 12:32-48
Par,Próprio 26,Seg,"Salmo 56-57, [58]","Salmo 64, 65",Provérbios 27:23-27,Apocalipse 14:1-13,Lucas 12:49-59
Par,Próprio 26,Ter,"Salmo 61, 62",Salmo 68:1-20(21-23)24-36,Josué 3:1-7,Apocalipse 14:14-15:8,Lucas 13:1-9
Par,Próprio 26,Qua,Salmo 72,Salmo 119:73-96,2 Reis 4:1-7,Apocalipse 16:1-11,Lucas 13:10-17
Par,Próprio 26,Qui,"Salmo [70], 71",Salmo 74,2 Crônicas 6: 3-10,Apocalipse 16:12-21,Lucas 13:31-35
Par,Próprio 26,Sex,Salmo 69:1-23[24-30]31-38,Salmo 73,Levítico 10:1-11,Apocalipse 17:1-18,Lucas 14:1-11
Par,Próprio 26,Sab,"Salmo 75, 76","Salmo 23, 27",2 Crônicas 6:12-21,2 Crônicas 6:12-21,Lucas 14:1-11
Par,Próprio 27,Seg,Salmo 80,"Salmo 77, [79]",Joel 1:1-13,Apocalipse 18:15-24,Lucas 14:12-24
Par,Próprio 27,Ter,Salmo 78:1-39,Salmo 78:40-72(3-11),Joel 2:21-27,Apocalipse 19:1-10,Lucas 14:25-35
Par,Próprio 27,Qua,Salmo 119:97-120,"Salmo 81, 82",Joel 2:28-3:8,Apocalipse 19:11-21,Lucas 15:1-10
Par,Próprio 27,Qui,"Salmo [83], 23, 27","Salmo 85, 86",Joel 2:21-27,Tiago 1:1-15,"Lucas 15:1-2, 11-32"
Par,Próprio 27,Sex,Salmo 88,"Salmo 91, 92",Joel 2:28-3:8,Tiago 1:16-2,Lucas 16:1-9
Par,Próprio 27,Sab,"Salmo 87, 90",Salmo 136,Joel 3:9-17,Tiago 2:1-13,Lucas 16:10-18(18)
Par,Próprio 28,Seg,Salmo 89:1-18,Salmo 89:19-52,"Habacuque 2:1-4, 9-20",Tiago 2:14-26,Lucas 16:19-31
Par,Próprio 28,Ter,"Salmo 97, 99, [100]","Salmo 94, [95]",Habacuque 3:1-10(11-15)16-18,Tiago 3:1-12,Lucas 17:1-10
Par,Próprio 28,Qua,"Salmo 101, 109:1-4(5-19)20-30",Salmo 119:121-144,"Malaquias 1:1, 6-14",Tiago 3:13-4:12,Lucas 17:11-19
Par,Próprio 28,Qui,Salmo 105:1-22,Salmo 105:23-45,Malaquias 2:1-16,Tiago 4:13-5:6,Lucas 17:20-37
Par,Próprio 28,Sex,Salmo 102,Salmo 107:1-32,Malaquias 3:1-12,Tiago 5:7-12,Lucas 18:1-8
Par,Próprio 28,Sab,"Salmo 107:33-43, 108:1-6(7-13)",Salmo 33,Malaquias 3:13-4:6,Tiago 5:13-20,Lucas 18:9-14
Par,Próprio 29,Seg,Salmo 106:1-18,Salmo 106:19-48,Zacarias 10:1-12,Gálatas 6:1-10,Lucas 18:15-30
Par,Próprio 29,Ter,"Salmo [120], 121, 122, 123","Salmo 124, 125, 126, [127]",Zacarias 11:4-17,1 Coríntios 3:10-23,Lucas 18:31-43
Par,Próprio 29,Qua,Salmo 119:145-176,"Salmo 128, 129, 130",Zacarias 12:1-10,Efésios 1:3-14,Lucas 19:1-10
Par,Próprio 29,Qui,"Salmo 131, 132, [133]","Salmo 134, 135",Zacarias 13:1-9,Efésios 1:15-23,Lucas 19:11-27
Par,Próprio 29,Sex,"Salmo 140, 142","Salmo 141, 143:1-11(12)",Zacarias 14:1-11,Romanos 15:7-13,Lucas 19:28-40
Par,Próprio 29,Sab,"Salmo 137:1-6(7-9), 144",Salmo 104,Zacarias 14:12-21,Filipenses 2:1-11,Lucas 19:41-48
